"review_id","title","review","rating","sentiment","date","author","author_id","spoiler","helpful_up","helpful_down","url"
"rw2287015","Going, Going, And Your Brain Is Gone","I hate the show with a burning passion, but amazingly I hate the film more. When Disney is not making classic animated films they are shamelessly ripping off little girls with things like High School Musical, The Jonas Brothers, and the worst of them all Hannah Montana. Miley Cirus can't sing or act, but thanks to Disney she is a big star. Why is the show successful? It gives girls a leader who they want to be like. In front of them is a role model, but from behind the smoke and mirrors is just a rip off scam to get parents to cough up money. It has no charm, it has no soul, and the film makes that even more evident. The jokes are terrible, the film is extremely cliché, none of the actors can act, the songs make my ears bleed, and the plot is beyond idiotic. Every last character I hate. Nobody is likable. Miley is a bitch, her father is an awful actor, Miley's love interest is uninteresting, Miley's best friend is stupid, and everyone else I don't care at all about. The romance is like a stale piece of dry bread. You don't feel any emotion. In fact the whole entire movie is like that. It is stale, uninteresting, stupid, and soulless. It also throws in a F*CK YOU of an ending moral. I'm not going to spoil it, but simply put they made the worst moral I have ever seen. I mean you could have put a commercial for the Hannah Motana series at the end, and it would have the same exact thing as the moral. The music is also a thing to talk about with this movie. Let me say that it is the equivalent to hearing an innocent kitten getting slaughtered. There is few films that I have watched that have made me start crying in pain screaming for it to end. Congratualations movie because you have done it.

0 stars out of 4","1.0","negative","2010-07-28","wwe7961","ur23619158","False","21","28","https://www.imdb.com/review/rw2287015/"
"rw2281918","disappointing","I watched the series from when I was about 16 and I did enjoy it and I was wanting to see this film as I thought it would also be good, however when I have finally gotten around to watching it, its a total disappointment. The plot is empty and unrealistic. I highly doubt that thousands of people would never mention miley is in fact Hannah, and also the 'romance' in the film was pathetic, the boy miley was with (I can't even remember his name and I've just watched it) confused me as to why he was annoyed at her for not telling him that she was Hannah. The musical performances by Taylor Swift and fleetwood mac, although great, were pointless, it would have made more sense for them to appear at the end in the benefit concert. It would have been a decent end to the series as it did end it as it seems the main question of her being either miley of Hannah had been done, however the next series and finale just totally had no relation to the film which I find highly pointless. I liked Hannah Montana but the film was a let down. Only worth a watch if you're totally bored and it happens to be on TV when nothing else is.","2.0","negative","2010-07-19","emilyshambles","ur23568113","True","7","6","https://www.imdb.com/review/rw2281918/"
"rw2067211","Miley can't sing , Miley can't dance","After watching this sickly sweet dreck I went into a diabetic coma and I haven't recovered yet . I am writing this on the inside of my eyelids with my eyes firmly closed . My family is filing a hundred million dollar lawsuit,against Disney, for intentional injury . Wow ! what a load of garbage . We all knew that Billy Ray ,Miley's daddy, was a zero talent with his ""Achey Breaky Heart "" and all . What a hick !! So much of this alleged movie has been cribbed from better efforts I don't don't where to start , so I won't . Youngsters deserve better than this . Disney's golden age is long,long past . Pixar is the only unit of the mouse house that actually cares about the product they convey .","1.0","negative","2009-05-16","hannibalw","ur0702600","True","21","30","https://www.imdb.com/review/rw2067211/"
"rw2089185","terrible!","i went into the cinema expecting to have made the greatest mistake of my cinema movie watching ""career"". i wasn't wrong. the truth is i have always been indifferent about the ""Hanna Montana"" brand. but seeing the poster of the movie alone tells the expected ""weakness"" of the movie. the movie is simply a children movie. extremely predictable and childish. it doesn't even deserve the ""general"" rating. its more of an Under 13 movie. but the surprising thing is that my friends enjoyed it. why? they were expecting something extremely terrible, but they found out it wasn't that bad. so if you want to watch it, adopt a similar mentality. you probably would like it. as far as i'm concerned, Hanna Montana doesn't have a quality musical voice (in fact, the other performer in the local fund raiser during the movie showed how floppy her vocals are). the story starts extremely childish, peaks around the middle (it was a little funny), but as it was seeming to be a decent movie, the end screws it all over!!! for heaven's sake, how can you tell me a whole neighborhood could not tell the difference between a girl with a blonde wig and one without it! then they make very fundamental mistakes. the there are also very unnecessary scenes (like were they were looking for Hanna during their meeting with the mayor, and running in and out of the hotel building). in summary, this movie is for children.","1.0","negative","2009-07-01","psychlubz","ur20316225","True","10","11","https://www.imdb.com/review/rw2089185/"
"rw2518439","It's The Climb.","As I mentioned in my Justin Bieber Never Say Never review I said that I was going to review Hannah Montana The Movie and see how that holds up. Well I can certainly say that... it doesn't.

The film follows Miley Stewart/Hannah Montana played by the controversial actress Miley Cyrus as her father played by Billy Ray Cyrus takes her to go see her grandmother in Tennesse instead of going to New York for a concert because, get this, she got in a shoe fight with Tyra Banks! Now she has to choose between Miley and Hannah.

Like Justin Bieber Never Say Never this has got to be one of the worst ideas ever created into film. Nothing about the show screamed MOVIE! so why did we need one. Granted it is not as long as the Justin Bieber movie but still feels like an eternity. The show if you are wondering is pretty bad to but not as bad as this movie. This is one that you have to steer clear of. My next review will be a very big surprise.

Rated G.

1hr 42min/102min.

BOMB/****","","unknown","2011-11-14","kylehaines96","ur25851619","True","3","2","https://www.imdb.com/review/rw2518439/"
"rw2093622","2.5? Honestly I think it deserved more...","I'm 18, i just watched this movie.(my friend and I were the only older ones not accompanying kids below 12 there) Aside from the fact that they should have picked a hotter dude to play her love interest(no offense to his fans),I though the movie was good. I actually loved the songs however cliché some of them may seem. The story? I didn't think much of it, some plot holes were a little too big to ignore. I laughed so much on some parts though, especially the ones involving her brother.

I'm not a fan of her and still not a fan right now. But I sure liked this movie. It was a good hour and a half...","6.0","neutral","2009-07-10","garfyldrox","ur10292969","False","5","8","https://www.imdb.com/review/rw2093622/"
"rw2122780","Absolutely Shocking","Movie was a really bad, was amateur filming with many bad sound effects. The story was generally good but the lack of acting took all the goodness away....a bit like an Oreo once you've eaten the center . You really need to watch this movie with someone you like so that you can keep amused..... Great music and singing throughout and the choreography can be somewhat good. Overall however, the movie gets a 1 from me because of the issues that i had pointed out. Its really hard to make this review the minimum of 10 lines long.....the weather down here is really cold. Only get this movie as a last resort. Pick the Flintstones, their foot powered cars will be this amateur acting any day","1.0","negative","2009-09-06","longy-spunk","ur20672006","False","10","12","https://www.imdb.com/review/rw2122780/"
"rw2056837","Jealous and Disappointed Much? :)","-------------------------------------------------------------- Sounds like you were highly disappointed that it wasn't an ""End All"" of the Hannah/Miley switching. Also, do I sense a bit of jealousy? :) Yeah, the movie wasn't fantastic, but in no way did it deserve a 1 star. Ever seen Dracula 3000? The Hannah Montana movie was just a good wholesome family movie with decent acting. Yeah it probably would have been better off as a Disney Channel Original Movie. However, if you want to take the family out for a movie with good morals and a cute story, it's worth it. Just don't expect Grammy material :) ----------------------------------------------------------------","7.0","positive","2009-04-24","skaerforever-1","ur11029093","False","8","18","https://www.imdb.com/review/rw2056837/"
"rw2135458","What was this...?","I don't know what happened when they were making this movie. The fact that someone actually allowed this to be screened and shown to the general public never ceases to amaze me. 

Right, first of all, Ms Miley Cyrus has no acting talent. None. Don't get me wrong, I'm sure she is a lovely young lady, I'm just saying that she should not be on screen. Ever. This was one of the flattest, most 2 dimensional acting performances I have ever seen. There is next to no character development at all in the movie. Miley, realising this, is forced to resort to using over-dramatic, rather unnecessary arm movements and yell a lot. The yelling makes you look at the screen at least. In stark contrast, Billy Ray Cyrus barely reacts at all to anything that is happening. He appears to almost fall asleep in about three different scenes. This wears off on the audience. I would have been in dreamland had it not been for my popcorn. It does not even occur to poor old Billy Ray to start yelling. Instead he uses hillbilly humour. Yay. 

Some of the minor characters and supporting actors/tresses at least try their best to amuse the audience, like the ever so grand Vanessa Williams, who almost always delivers the goods. 

Now, the music. Hannah Montana is supposed to be about a Pop superstar. For a Pop superstar, Miley Cyrus has a shockingly poor voice, although i assume most of you would know that from watching the delightful TV series. None of the songs in this part-musical have any sort of competence about them. Except for perhaps ""The Climb,"" which at least provides some kind of thought provocation and meaning and is the only song worth playing a second time. But that is it.

If you can ignore the obvious plot holes, like how an entire town fails to realise that a brunette and a brunette with a blonde wig are the same person, then at least you may be spared a bit of the torture and be able to make witty remarks and jokes throughout the film to your friends, who will no doubt be watching it with you. If you watch this film alone, you will go insane.

Well done, Disney. You have successfully degenerated into low quality trash.","1.0","negative","2009-10-02","Ze_Panos","ur22182482","False","9","11","https://www.imdb.com/review/rw2135458/"
"rw2090608","for those who ""underrate"" .... !??","Being a 25 years old grown man, with a settled up life, i just enjoyed and totally loved this movie. Why? Because i achieved something in my life, not what i always dreamed about, but something... and this movie made me think about what am i about to loose.. DREAMS! We always dream, and this girl just reminds about not loosing your morale, and always fight for something you always wanted.

Bad acting you say? What? ... What? What did you expect? I just do not understand what people mean by ""bad"" acting! Like, i do, but not in this case. I'd never say that she was bad at her role, she did just awesome acting as a famous teenager. She was just great! The movie has a lot of family life involved, as well as friendship between two girls. Which gives it a ""must see"" for those who feel lonely.

So anyway, if you are looking for an inspiring movie, it's the one for you.

Commented by a simple man.

When did you last talk to your parents, grandparents? Four months for me. Made me think.","10.0","positive","2009-07-04","zaezzz","ur21397666","False","43","37","https://www.imdb.com/review/rw2090608/"
"rw2131338","But The View Is Better Than Average","""Hannah Montana: The Movie"" had me firmly on its sideuntil the members of the country music trio Rascal Flatts showed up as, get this, three of Miley's relatives who lead the family in sing-alongs. It is the type of cheesy scene that, even if you like their music, makes you want to laughalthough not in a good way. From that point, this film, the big-screen adaptation of Disney's hugely-popular television show, had to do whatever it could to win me back. Fortunately, aside from a silly alligator attack and an all too sappy ending, it manages to mainly succeed. Much of the credit for this success can be directly attributed to its leading young lady, Miley Cyrus, who gives a spirited and charming performance. She is essentially playing herself in a role that she has been perfecting since 2006, so the chance of this film being her career-defining moment is slim but, regardless of how insignificant this performance will doubtlessly seem in the grand scheme of things, she deserves credit for making this film as good as it is.

Read My Full Review Exclusively At: www.thecinemaview.blogspot.com","6.0","neutral","2009-09-23","thecinemaview","ur22120378","True","3","4","https://www.imdb.com/review/rw2131338/"
"rw2058850","What can I say ???","I was a bit curious when I heard about this T.V. Show coming to theaters as a movie. I somewhat liked the show. It was funny to watch. But what the T.V. Show succeed in, the movie failed totally.

I know the title is ""Hannah Montana"" , but that does not mean that the movie has to completely revolve around her alone. Lily and Oliver are supposed to be Miley's friends. But, here it'a like Lily's a tiny addition and... Oliver... Where is he ??? I don't see him... And, also, where is Rico ??? At least I thought, apart from the movie being too predictable, the characters might have done better justice. Atleat i was somewhat glad to see that Billy Ray and Jackson got some small roles. The only thing I like about this movie is one song called ""Butterfly, Fly Away""...

A spoiled, wasted movie that could have been made much much better","1.0","negative","2009-04-28","stiva","ur8049104","False","13","19","https://www.imdb.com/review/rw2058850/"
"rw2528086","Like Cyrus, it tries way too hard","As the father of a twean this was required, and frankly painful, viewing. This evaluation surprises me somewhat given that the Cyrus / Disney television program on which this mess is based is the least bad choice among Disney TV offering for this age group. In fact, in a weak moment, I might concede that Miley?s often genuine interactions with her father (despite his worse-than-a-mullet haircut) and plots centered around Miley?s moral shortcomings coming back to haunt her make the show somewhat substantial and entertaining. Had the movie simply offered up a twice extended episode of the show Disney would have had a fairly watchable movie. Unfortunately the movie reaches for schmaltz and to say something profound about one?s roots thereby subjecting us to a decided lack of warmth and humor, uninteresting supporting characters and absurd plot twists ending with the idea that a few thousand Tennesseans will keep Miley?s secret. It seemed painfully apparent to me that Cyrus has outgrown her alter ego and hoped this movie would spell the end of her. Unfortunately, Disney characters never really die.","2.0","negative","2011-12-05","estreet-eva","ur27774704","False","7","8","https://www.imdb.com/review/rw2528086/"
"rw2051924","Hannah Montana: Entertaining Children's Movie","I went to this movie with three of my nieces and a theater full of children, girls AND boys alike. I was expecting a horrible movie because I cannot stand the television show. I was pleasantly surprised. Though not perfect, Miley Cyrus's acting has improved A LOT. The story and plot was okay for the most part, even though the ending was disappointing to me. Though it may be deemed cliché by many, it was very entertaining and was very ""cute."" The Hannah/Miley of the show has certainly developed in character, growing from bratty to somewhat mature - at least, empathetic. The moral teaches empathy and caring about your family/friends. And, of course, there was a daughter/father bonding moment, which many people can relate to. These are lessons I definitely agree with! On the flip side, there is a lot of glitz and makeup applying which may lead girls to be prematurely interested in these things. But that's up to the parents to steer their children the right way and not let them grow up too fast. In the end, my nieces loved it, of course, and it was nice to be able to see a clean, family movie with them.","5.0","neutral","2009-04-13","nichole-23","ur10817602","False","16","27","https://www.imdb.com/review/rw2051924/"
"rw2083437","It's All Right Here? More like It's All Wrong Here.","Seriously, what the heck was Disney thinking? The promos make the movie seem SO good, but once you see it, you'll be biting your nails for a week just thinking about the horror in people 13+. I'm sure my 7 year old sister thinks it's the best movie ever, but I just hated it! I regret wanting to see this more than anyone that has ever lived and will ever live! Looking back, I used to LOVE Hannah Montana. But after watching the new Saw, I hate Miley Cyrus and the rest of the crew! Just thinking about the movie makes me afraid to leave my house!! So my point: If you've seen it, you probably hated it! But if you haven't, do the world a favor and don't watch it!","1.0","negative","2009-06-19","girlzrock101","ur21324822","False","8","12","https://www.imdb.com/review/rw2083437/"
"rw2312623","What is wrong with this movie I thought it was a nice film","Sure its not Oscar worthy but hey I thought it was a nice film all about where you come from and that family is important NOT fame. The movie is based on the TV series of the same name. In the film version Miley Stewart's double life as a popstar named Hannah Montana takes over her life and she forgets the one thing thats important family. So her dad brings her back to Tennessee where she learns who she is as a ordinary teenager and not as her alter ego Hannah Montana. As she spends some quality time back in her old hometown she must choose who she wants to be Hannah or Miley?. The ending to this was awful but having said that I thought it was a nice film and Miley Cryus was great in it. The songs were great and the setting of Tennessee is outstanding.","7.0","positive","2010-09-19","lisafordeay","ur23566468","False","3","5","https://www.imdb.com/review/rw2312623/"
"rw2078125","Fine for children to enjoy","I will admit,I'm not a big Miley Cyrus fan.I personally do not think she is very talented,but it's enough for the targeted audience.This movie focuses on Miley Stewart(Cyrus),letting her alter ego Hannah Montana take control of her life and is sent back to Tennessee to her Grandma Ruby's farm. I'll admit,throughout various parts of the movie I was cringing at Miley's acting or singing.But I think this movie is a good movie for Hannah fans,and they will be satisified,especially that she is still Hannah,even after revealing her secret.The ending was poorly written,I'll say,though. Overall it's OK for children between ages 5-11.","5.0","neutral","2009-06-08","greengrapey","ur20809162","True","5","6","https://www.imdb.com/review/rw2078125/"
"rw2054220","Great movie for KIDS.","Okay, I've read the reviews and decided to take my 4 year old anyway. The truth is, it's a great movie with a great message ""No matter where you go in life, you can't forget where you are from."" From an adult's point of view, it was mildly entertaining. If you can sit through the show, then the movie is okay. I personally don't mind Hannah Montana.

My son loved it. He was a little too young to understand the ""big issues"" but still, it was Hannah Montana.

As for the music, well, it is targeted at a younger level. It's really not bad if you can think on a child's level and realize that there is an odd phase for pre-teens when the little kiddie songs are too embarrassing to sing and the adult songs are well, usually a little TOO adult and under-edited.

This movie is good, clean, fun for a family with younger children. If you are an adult looking for adult entertainment, then I suggest you try a movie made for an adult audience.

For those leaving the bad reviews talking about how the music isn't likable as an adult, you need to get real. This movie wasn't made for adults. It was made for kids that enjoy watching Hannah Montana. End of story.

Before leaving your comment, please stop and think like a child. If a child enjoys it, then the purpose of the movie is fulfilled.

Again, this movie really isn't bad. I would have preferred to have seen more of the setting as shown in the television show and the characters in the show to play bigger roles, but overall, it was good.

Added bonuses: Rascal Flatts is featured without being recognized in the movie as themselves, Miley sings as both Miley and Hannah, and Billy Ray sings too (plus he's just HOT).","7.0","positive","2009-04-18","kellydyanherring","ur20999028","True","5","14","https://www.imdb.com/review/rw2054220/"
"rw2057573","""Let's Get Crazy!!!""","Today, I treated myself to a double feature at my theater. I saw this and Crank: High Voltage. For about a month, I have wanted to see this movie, and I'm glad I did. I'm a 19 year old guy, and I enjoyed it! I love when she sings Let's Get Crazy and the Hoedown Throwdown. After upsetting Lilly at her 16th Birthday party, Robby takes Miley back to Tennessee to find her true self. She meets a childhood friend from 1st grade, Travis who still has a crush on her. After having fun in Tennessee with her friends and family, Miley thinks of letting her alter ego, Hannah Montana go for good. I loved when Miley had to be two places at once. What will she choose? I highly recommend that you get up and dance, and see HANNAH MONTANA: THE MOVIE!!!","5.0","neutral","2009-04-25","Pumpkin_Man","ur13288300","True","8","13","https://www.imdb.com/review/rw2057573/"
"rw2158760","This is a FAMILY Movie","It's sickening to read certain comments about this movie. Are you people seriously that delusional? This movie was aimed at pre-teens and younger! This movie was about being true to yourself, your friends, and keeping your family routes deeply intact, which it completely succeeded at. Miley Cyrus' and Billy Ray's performance definitely won't win them an Oscar but why should it matter? What was believable was the power they showed in having a strong, healthy, loving relationship with your parents and family, and to reach your dreams while staying grounded and staying true to who you are. Also, rather than showing a spoiled brat, she showed deep consideration for her father, family, and friends in this movie, which I can't say much for many kids today. Miley Stewart showed more consideration than some adults twice her age.

Most of these comments are based on materialistic values, such as her voice, which is a selling point or her acting. Hello?? Anyway who cares about a good plot knows you have to have a good THEME, good moral value... which it did. I give this movie a ten out of ten for it's category.

I was scared to watch this, and bought it for my little sister's for Christmas, because I have seen how Miley is now, if you ever watched the video for Party in the USA. She has her bra hanging out and wearing daisy dukes... that's not becoming. And it's because of people like you, who grade her on materialistic values that she's becoming like that. Ostracizing her for making her dreams a reality, she's sixteen turning seventeen! She shouldn't be in a rush to grow up, she has the rest of her life for that. My brother just turned sixteen and is now allowed to date. He acts his age at least... Miley is acting beyond her years and it's not her fault. I applaud her in this movie because she shows her age in it. It's targeted for family viewing and it appeals to a family based audience. Ya so what if her acting was over the top in some parts and Billy Ray's was a little under developed. If you go to school plays, they don't have much better acting skills, I'm pretty some of you who are commenting can't act any better than Billy Ray and your kids probably can't act as well, I'm pretty sure some don't even understand character development. Why should that matter? If you sit there and judge a movie based on how their performances match to those who win Emmy's, well of course they're going to fall short. It's a kids' film. If you don't agree then you're not a family oriented person and maybe should do the same as Hannah Montana/Miley Stewart did and go back to your roots, and find out what matters most.

If you have children, definitely watch it with them. You will enjoy it as much as I have and if my little sisters' prevail me to watch it over and over, I'll do it. I'll even sing along. I rate it 10/10.","10.0","positive","2009-11-16","Littlechicky_hotstuff","ur20220922","False","22","17","https://www.imdb.com/review/rw2158760/"
"rw3374889","What a surprise...","Given that the entire Hannah Montana franchise is for kids and/or pre-teens, then I never actually have seen anything from it aside from the merchandise in stores. Then one day in 2015 they showed the movie on TV, and I decided to hang around to watch it as there was nothing else worthwhile watching.

And I must say that I was quite surprised with it. The story was actually quite OK, keeping in mind the target audience. And Miley Cyrus actually performed quite well.

Without being familiar with the TV series, then I can say that ""Hannah Montana: The Movie"" was a fun and entertaining movie that can be watched regardless of your age. Sugar-coated and predictable, yes, but still fun enough.

As for the cast, well they were doing good jobs with their given roles and characters. The most familiar faces were Barry Bostwick and Vanessa Williams, who could, in my opinion, have been given more screen time.

This movie did tear down some assumption-based opinions about the franchise for me, although I don't plan to watch the series just because the movie was better than anticipated.","6.0","neutral","2015-12-19","paul_m_haakonsen","ur22654354","False","1","1","https://www.imdb.com/review/rw3374889/"
"rw2104563","Some songs are okay though!!!.","Disappointing to see Disney falling below standards. The story-looks like it was written for a half hour series and feels a bit too stretched.But the screenplay was even worse-was supposed to be a musical comedy i think-does not hit the mark-was not impressed by humor at all.Humor in form of caricature of a character by mannerism may have worked on TV but in a commercial movie it fails miserably.

Then the acting...except a few in the supporting cast acting was below ordinary and in case of the lead-terrible.Lines-again,changes in intonation is supposed to be subtle to have a lesser impact on actors and maximum impact on the audience-prolonged usage kills the joke and the joker making acting look poor.

Having songs for 20-25 mins of the play time helps matters though.A couple of numbers are hum worthy.Must have been a made for TV movie with a small budget.We have seen the HSM franchise move from TV to the screens.Looks like this will have to move the other way around.","2.0","negative","2009-08-01","jac87","ur21839740","False","6","9","https://www.imdb.com/review/rw2104563/"
"rw2196926","a little better than I expected","I've never seen the TV show, but I thought this movie was cute, but definitely aimed for young girls. It had more comedy then I expected and was amusing. Since it is Disney, of course it's going to be cheesy. Like why was Rascal Flatts in this and why did Taylor Swift make a 10 second appearance. I'm surprised Miley would even allow them to be in the film since they can sing and she's not much of a singer. And none of the songs were catchy except the Hoedown song. The songs in the film had substance similar to cotton candy, by that I mean no thought just silly fluff.

FINAL VERDICT: Only for fans of the TV show.","4.0","negative","2010-01-24","MLDinTN","ur1773414","False","3","3","https://www.imdb.com/review/rw2196926/"
"rw2341114","Hannah Comes Home","The legion of fans that Hannah Montana has guaranteed a built in audience for the Disney Studio when they decided to take the show from the small to the big screen. All the people from the TV show are there with a few new additions, none of whom ever made it back to the small screen.

Especially Lucas Till who was introduced as a new love interest for Miley Cyrus as Miley Stewart aka Hannah Montana. I really thought at some point they would bring him into the TV series, but I guess he didn't want to leave Tennessee.

Which brings us to the film, the pressures of leading that double life get a bit too much for Miley/Hannah and her dad Billy Ray Cyrus decides that a trip to Tennessee might be just the thing especially as her maternal grandmother will be having a big birthday bash. Vicki Lawrence plays her paternal grandma on some episodes of the TV series, but the grandmother here is played nicely by Margo Martindale.

The villain of the piece is developer Barry Bostwick who wants to put a strip mall and gut the small town of Crowley's Corners Tennessee. The local folks can't raise the money until a certain well known celebrity from the town lends a hand.

If you read my review of the TV show it is one of the most ludicrously premised shows ever done. The relentless paparazzi would have tracked down Hannah's double life by the third episode in real life. However on the plus side as I also stated Miley Cyrus is a lovely young lady with a terrific singing talent and the film's biggest asset is just that.

Not a great film, but Miley's fans will love it.","5.0","neutral","2010-11-19","bkoganbing","ur2483625","False","2","2","https://www.imdb.com/review/rw2341114/"
"rw2054624","Not my cup o' tea, but good for the kids. Good enough for me","Some of you may be saying ""You're a hard drinkin, hard fightin', smokin', drinkin', tattooed son of a gun. 3 Stars? Have you gone soft?"" I went in expecting the worst. I even took my friend's fiancée along, so I wouldn't seem like ""Creepy old guy at the Hannah Montana."" But you know what? I wound up enjoying myself with this cute little kids flick, as generally mindless as it maybe.

Miley Cyrus plays Miley Stewart, who leads a double life as pop sensation Hannah Montana. Only a close knit crew of people know of the double life, and Miley must make the difficult choice of keeping Hannah in her life, or reserving herself to a normal life as Miley. Her father/manager Robbie Ray (Billy Ray Cyrus) ships her off to her hometown in Tennessee following celebrity shoe battle with Tyra Banks to get a dose of the real world, and there she learns to love life as not Hannah. Even finds time for a love life as Miley with farm hand Travis. After it comes out that Miley is ""good friends"" with Hannah, she's forced into the awkward situation of being with friends and family at the Hannah Montana benefit concert, put on to save her hometown from being bought up by greedy land developers.

This movie combines all the best elements of an 80's sitcom, throws in the ""Superman Complex"", and rounds it all out with, good, wholesome family fun, that last part I can't, in good conscience, fully decry.

Remember in ""Family Ties"" when Alex would get a date with one girl for 7pm, and another for 9pm, and then the girl at 9 had to reschedule for 7, so rather than call one off, he tries to manage both dates at the same time? Oh, and at the same restaurant? He'd have to pretend to smoke for one of them, so he could get 9 to sit in the smoking section. Yeah... it was marginally funny then. And got decreasingly funny when Kirk Cameron did it on ""Growing Pains,"" then Joey Lawrence on ""Blossom,"" then it got passed around ""Family Matters,"" ""Step by Step,"" ""Boy Meets World,"" and countless other 80's and 90's sitcoms. Yeah, that's pretty much Hannah Montana. And the ""Superman Complex?"" - No one seems to realize that Superman looks exactly like Clark Kent without glasses. Likewise... no one seems to realize that Hannah Montana is a blonde Miley Stewart.

The thing about Miley Cyrus, is that I'm rooting for her... she's got some great potential that has yet to be fully realized. I don't think she's a brightly burning star that will fizzle in a year when the Hannah Montana black hole collapses. That's not a slam against Hannah Montana, I just felt like running with the astronomy reference. And she does show a phenomenal screen presence that I would like to see continue on throughout for career. I hope she isn't hampered by the long arm of the Disney Channel. Think a female Shia Lebouf. Let's just hope she doesn't go on to ruin the 80's.

The thing of it is... It's not made for people like me. You know, the over 14 crowd. And it's not made for critics. It's made for kids. We all had movies that we loved as kids, and looking back, we wonder why? Mighty Ducks? Anyone? That was our kids movie, and sticks with us to this day. I now realize it as a mediocre at best flick, but it holds a special place in my heart. And it will for kids these days (that makes me sound like a fogey). I can't fault these kids for that. I'm gonna let them have their movie.

Look for fun cameos from Rascal Flatts and the very lovely and talented Taylor Swift. Barry Bostwick pops up in a funny little role. But in all seriousness... what would have made this film... is Billy Ray Cyrus singing his signature song, ""Achy Breaky Heart."" You picked up a guitar. You were in front of a mic. You couldn't do the ""Achy Breaky?"" Throw us older folks a little something.

P.S. For those of you who don't know, I'm not as old as I make myself sound. I'm 23. But I am older than the target audience for this flick.","","unknown","2009-04-19","BrodieMann","ur2230502","False","4","16","https://www.imdb.com/review/rw2054624/"
"rw2102829","nice family movie","okay, all the hysteria about hannah montana and miley cyrus might be annoying sometimes but this shouldn't be the reason for rating this movie so low. that's why i rated it 7. people who rate movies without seeing them are seriously jeopardizing IMDb's credibility.

i'm 24 years old, not a hysterical teenager and i like watching all sorts of films, that's why i gave hannah montana a shot and i don't regret it. It's a fun movie with nice music and it does what it's supposed to do: it entertains. the cast is likable, the story doesn't add anything new to the genre, but who cares?

i don't expect any intellectual indie stuff from a Disney flick. it has a nice little morale in the end but it doesn't make you think about the wrongs and rights of the world.

BECAUSE THAT'S NOT WHAT THIS MOVIE IS ABOUT!

'hannah montana: the movie' is a funny and sweet flick and you'll enjoy it if you see it for what it is.","6.0","neutral","2009-07-28","tanjareen-1","ur19008611","False","3","11","https://www.imdb.com/review/rw2102829/"
"rw3250143","Hannah Montana Shame.","Hannah Montana: The Movie (2009): Dir: Peter Chelsom / Cast: Miley Cyrus, Billy Ray Cyrus, Emily Osment, Jason Earles, Melora Hardin: Based on the popular TV series, the feature film focuses on the person behind the music. After being in the spotlight Hannah Montana spends two weeks in her home town where everything depends on people not knowing who she is when her wig is off. Rushed premise deteriorates into predictable storytelling. Directed by Peter Chelsom with some good musical numbers. Chelsom's trek record is spotted at best. Among his credits are Shall We Dance and The Mighty. Miley Cyrus pulls off the duo job of star and hometown girl. It is recycled material but her enthusiasm scores points. Billy Ray Cyrus plays her father who will find romance but no where does he find a way to make this guy interesting. There is even the guy whom Montana will find romance with whom will go through the motions until he realizes that he loved the real her. Give me a break already. Flat supporting roles by Emily Osment and Jason Earles. Melora Hardin makes an appearance as Billy Ray's romantic interest and one could imagine that she wishes to be on the set of The Office instead. The film examines Montana's roots while story never really takes off. In fact it is all geared as a bad promotion for a TV show that will be every bit as remembered as Lizzy Maguire in a few years. Score: 3 ½ / 10","3.0","negative","2015-06-02","anaconda-40658","ur60028700","True","2","2","https://www.imdb.com/review/rw3250143/"
"rw2062302","not that bad","i don't know why i watched this but i was expecting much much worse its not that bad at all considering how bad i thought it was going to be!

its aimed at kids deal with it, its not aspiring to greatness its just entertaining kids in their school holidays. i think the way they talk about split personalities is a nice simple way for children to understand without making to big a deal out of the issue, and she turns out to be a nice girl in the end. i liked the country music slant on pop tat and even the boy didn't make me want to puke that much so all in all i think its OK

i haven't seen the TV series and i don't think this film is great in anyway but its OK. little girls will love it, so stop being mean!","6.0","neutral","2009-05-05","keepclear7","ur21089679","False","3","11","https://www.imdb.com/review/rw2062302/"
"rw2061900","Could have been decent","The one redeeming factor of the TV series was the humor. While it is clear Miley can't act her over the top acting does lend itself to humor. unfortunately that was almost completely absent from the script minus a few slapstick humor moments. The drama (of finding your self) that replaced this humor was lost in Miley's cheesy smiling and arm motions. Billy Ray on the other hand shows no emotion resulting in both of them missing the mark.

The plot is predictable but so is every other Disney movie plot, what makes Disney movies great is the characters, characters you fall in love with and want to succeed. Miley/Hannah's character as well as Billy Rays characters fall dead. The story could be good, if you sympathized for miley/Hannah or Billy Ray but you don't, again because of the acting. 

In the show I always loved the side characters and felt they spiced the show (Jackson, Lily, Oliver, Rico), unfortunately you see them only briefly and all of the humor they usually bring is completely gone. Instead they are replaced by Miley's family and Travis(the love interest) which i felt made the movie boring and it dragged in parts.

One upside to the movie is the music, if you like Hannah/Miley's music (which I admit to liking some songs) you will love the soundtrack and enjoy the concert parts in the movie.

If you love Hannah Montana, and her music, I'm sure you'll love it. If you love the humor of the show or just want something to watch I'd skip this one.","3.0","negative","2009-05-04","Chocolateblood","ur9561175","False","5","11","https://www.imdb.com/review/rw2061900/"
